Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9098762,MH_12,COUNTRY,GAB,AFR,Africa,YEAR,2011,SEX,SEX_MLE,,,,,,,27.5 [16.4-42.8],27.5153,16.4103,42.8051,,2021-02-09T16:41:29Z,2011,2011-01-01,2011-12-31
9098885,MH_12,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2007,SEX,SEX_MLE,,,,,,,5.1 [1.7-9.1],5.1,1.74,9.13,,2021-02-09T17:18:36Z,2007,2007-01-01,2007-12-31
9099348,MH_12,COUNTRY,BGR,EUR,Europe,YEAR,2017,SEX,SEX_FMLE,,,,,,,2.8 [2.1-3.7],2.8,2.05,3.72,,2021-02-09T16:25:57Z,2017,2017-01-01,2017-12-31
9100110,MH_12,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2001,SEX,SEX_FMLE,,,,,,,2.5 [1.4-4.1],2.49,1.43,4.09,,2021-02-09T16:59:42Z,2001,2001-01-01,2001-12-31
9100521,MH_12,COUNTRY,BLR,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,,,,,,,9.5 [8.0-11.1],9.46,7.99,11.0531,,2021-02-09T16:27:22Z,2001,2001-01-01,2001-12-31
9100836,MH_12,COUNTRY,DEU,EUR,Europe,YEAR,2013,SEX,SEX_MLE,,,,,,,14.1 [12.5-15.8],14.1303,12.5352,15.7755,,2021-02-09T16:36:07Z,2013,2013-01-01,2013-12-31
9100917,MH_12,COUNTRY,SSD,AFR,Africa,YEAR,2016,SEX,SEX_FMLE,,,,,,,3.3 [1.8-5.6],3.33,1.82,5.62,,2021-02-09T17:13:42Z,2016,2016-01-01,2016-12-31
9100948,MH_12,REGION,EMR,,,YEAR,2003,SEX,SEX_BTSX,,,,,,,7.5 [4.1-12.6],7.47,4.1,12.6324,,2021-02-09T17:25:32Z,2003,2003-01-01,2003-12-31
9101900,MH_12,COUNTRY,PHL,WPR,Western Pacific,YEAR,2014,SEX,SEX_FMLE,,,,,,,1.2 [1.0-9.3],1.17,0.992,9.28,,2021-02-09T17:06:58Z,2014,2014-01-01,2014-12-31
9102277,MH_12,COUNTRY,RUS,EUR,Europe,YEAR,2011,SEX,SEX_MLE,,,,,,,55.4 [53.8-57.2],55.3928,53.8133,57.1766,,2021-02-09T17:09:52Z,2011,2011-01-01,2011-12-31
9102724,MH_12,COUNTRY,LVA,EUR,Europe,YEAR,2005,SEX,SEX_FMLE,,,,,,,6.7 [5.4-8.2],6.66,5.35,8.15,,2021-02-09T16:56:37Z,2005,2005-01-01,2005-12-31
9103817,MH_12,COUNTRY,BIH,EUR,Europe,YEAR,2018,SEX,SEX_MLE,,,,,,,13.4 [8.3-18.8],13.3543,8.26,18.7762,,2021-02-09T16:27:00Z,2018,2018-01-01,2018-12-31
9105126,MH_12,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2016,SEX,SEX_BTSX,,,,,,,11.1 [9.8-13.6],11.1319,9.78,13.6465,,2021-02-09T17:25:34Z,2016,2016-01-01,2016-12-31
9105162,MH_12,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2002,SEX,SEX_BTSX,,,,,,,3.9 [2.7-6.1],3.93,2.7,6.09,,2021-02-09T17:10:36Z,2002,2002-01-01,2002-12-31
9106688,MH_12,COUNTRY,ALB,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,10.1 [5.7-13.4],10.0802,5.69,13.3812,,2021-02-09T16:20:50Z,2006,2006-01-01,2006-12-31
9106703,MH_12,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,2018,SEX,SEX_FMLE,,,,,,,2.6 [1.5-4.2],2.6,1.48,4.24,,2021-02-09T16:21:16Z,2018,2018-01-01,2018-12-31
9107234,MH_12,COUNTRY,TON,WPR,Western Pacific,YEAR,2013,SEX,SEX_FMLE,,,,,,,3.4 [2.0-5.4],3.43,2.03,5.43,,2021-02-09T17:18:57Z,2013,2013-01-01,2013-12-31
9107321,MH_12,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,2012,SEX,SEX_FMLE,,,,,,,6.1 [3.7-9.6],6.11,3.68,9.59,,2021-02-09T17:25:35Z,2012,2012-01-01,2012-12-31
9107829,MH_12,COUNTRY,SRB,EUR,Europe,YEAR,2004,SEX,SEX_FMLE,,,,,,,8.2 [6.8-9.6],8.15,6.83,9.63,,2021-02-09T17:13:21Z,2004,2004-01-01,2004-12-31
9108518,MH_12,COUNTRY,UZB,EUR,Europe,YEAR,2004,SEX,SEX_BTSX,,,,,,,9.8 [8.2-11.6],9.81,8.23,11.559,,2021-02-09T17:22:02Z,2004,2004-01-01,2004-12-31
9109603,MH_12,COUNTRY,ISR,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,8.5 [7.4-9.8],8.53,7.37,9.81,,2021-02-09T16:49:24Z,2006,2006-01-01,2006-12-31
9110642,MH_12,COUNTRY,ETH,AFR,Africa,YEAR,2001,SEX,SEX_MLE,,,,,,,24.5 [17.3-33.8],24.5101,17.2685,33.7758,,2021-02-09T16:39:41Z,2001,2001-01-01,2001-12-31
9111560,MH_12,COUNTRY,GAB,AFR,Africa,YEAR,2018,SEX,SEX_BTSX,,,,,,,13.6 [7.8-21.8],13.5608,7.8,21.8226,,2021-02-09T16:41:30Z,2018,2018-01-01,2018-12-31
9112704,MH_12,COUNTRY,ERI,AFR,Africa,YEAR,2016,SEX,SEX_MLE,,,,,,,28.8 [15.6-47.3],28.8228,15.6134,47.2511,,2021-02-09T16:38:35Z,2016,2016-01-01,2016-12-31
9115505,MH_12,COUNTRY,UKR,EUR,Europe,YEAR,2014,SEX,SEX_BTSX,,,,,,,20.4 [17.7-23.3],20.3935,17.7077,23.3286,,2021-02-09T17:20:59Z,2014,2014-01-01,2014-12-31
9116971,MH_12,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2019,SEX,SEX_BTSX,,,,,,,12.9 [8.3-21.0],12.8878,8.32,21.0027,,2021-02-09T16:55:14Z,2019,2019-01-01,2019-12-31
9118504,MH_12,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_BTSX,,,,,,,10.0 [4.8-17.9],9.96,4.78,17.8601,,2021-02-09T17:05:48Z,2015,2015-01-01,2015-12-31
9119011,MH_12,COUNTRY,CUB,AMR,Americas,YEAR,2017,SEX,SEX_FMLE,,,,,,,4.4 [3.5-5.5],4.44,3.53,5.52,,2021-02-09T16:35:02Z,2017,2017-01-01,2017-12-31
9120999,MH_12,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2016,SEX,SEX_BTSX,,,,,,,1.8 [1.1-2.8],1.83,1.12,2.75,,2021-02-09T17:16:29Z,2016,2016-01-01,2016-12-31
9121469,MH_12,COUNTRY,BRN,WPR,Western Pacific,YEAR,2009,SEX,SEX_FMLE,,,,,,,1.1 [0.8-1.6],1.13,0.787,1.58,,2021-02-09T16:29:10Z,2009,2009-01-01,2009-12-31
9121507,MH_12,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,2000,SEX,SEX_MLE,,,,,,,9.3 [5.5-14.4],9.35,5.45,14.3728,,2021-02-09T16:21:16Z,2000,2000-01-01,2000-12-31
9122063,MH_12,COUNTRY,STP,AFR,Africa,YEAR,2003,SEX,SEX_FMLE,,,,,,,1.1 [0.6-1.7],1.06,0.632,1.67,,2021-02-09T17:14:02Z,2003,2003-01-01,2003-12-31
9123050,MH_12,COUNTRY,MLI,AFR,Africa,YEAR,2008,SEX,SEX_FMLE,,,,,,,6.6 [3.8-10.6],6.62,3.75,10.6436,,2021-02-09T16:59:02Z,2008,2008-01-01,2008-12-31
9124038,MH_12,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2005,SEX,SEX_MLE,,,,,,,9.3 [6.2-13.8],9.29,6.22,13.7809,,2021-02-09T17:05:27Z,2005,2005-01-01,2005-12-31
9125576,MH_12,COUNTRY,BLR,EUR,Europe,YEAR,2008,SEX,SEX_MLE,,,,,,,56.4 [49.0-64.4],56.4256,48.991,64.35651,,2021-02-09T16:27:22Z,2008,2008-01-01,2008-12-31
9125593,MH_12,COUNTRY,KAZ,EUR,Europe,YEAR,2003,SEX,SEX_FMLE,,,,,,,12.0 [10.2-13.9],11.9701,10.1858,13.9421,,2021-02-09T16:51:09Z,2003,2003-01-01,2003-12-31
9125660,MH_12,COUNTRY,KOR,WPR,Western Pacific,YEAR,2011,SEX,SEX_BTSX,,,,,,,27.9 [16.3-32.4],27.8899,16.3365,32.3695,,2021-02-09T16:52:52Z,2011,2011-01-01,2011-12-31
9127984,MH_12,COUNTRY,LUX,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,,,,,,,6.2 [4.8-7.9],6.24,4.81,7.91,,2021-02-09T16:56:17Z,2008,2008-01-01,2008-12-31
9128006,MH_12,COUNTRY,MLT,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,6.5 [5.0-8.3],6.49,4.97,8.26,,2021-02-09T16:59:21Z,2001,2001-01-01,2001-12-31
9128375,MH_12,COUNTRY,TKM,EUR,Europe,YEAR,2013,SEX,SEX_MLE,,,,,,,11.2 [9.1-13.5],11.1584,9.06,13.5325,,2021-02-09T17:18:17Z,2013,2013-01-01,2013-12-31
9128859,MH_12,COUNTRY,CMR,AFR,Africa,YEAR,2016,SEX,SEX_MLE,,,,,,,26.4 [15.8-40.8],26.391,15.8271,40.7841,,2021-02-09T16:32:30Z,2016,2016-01-01,2016-12-31
9129111,MH_12,COUNTRY,FSM,WPR,Western Pacific,YEAR,2014,SEX,SEX_BTSX,,,,,,,27.4 [12.4-43.4],27.4072,12.3728,43.352,,2021-02-09T16:41:09Z,2014,2014-01-01,2014-12-31
9129909,MH_12,COUNTRY,DEU,EUR,Europe,YEAR,2009,SEX,SEX_FMLE,,,,,,,4.2 [3.7-4.8],4.24,3.7,4.82,,2021-02-09T16:36:08Z,2009,2009-01-01,2009-12-31
9131181,MH_12,COUNTRY,TGO,AFR,Africa,YEAR,2018,SEX,SEX_MLE,,,,,,,24.1 [14.4-37.1],24.1034,14.4285,37.1316,,2021-02-09T17:17:12Z,2018,2018-01-01,2018-12-31
9133665,MH_12,COUNTRY,WSM,WPR,Western Pacific,YEAR,2003,SEX,SEX_BTSX,,,,,,,15.6 [9.0-24.5],15.5852,8.98,24.5362,,2021-02-09T17:23:47Z,2003,2003-01-01,2003-12-31
9134339,MH_12,COUNTRY,GMB,AFR,Africa,YEAR,2008,SEX,SEX_BTSX,,,,,,,11.2 [6.0-18.8],11.2034,6,18.7702,,2021-02-09T16:43:19Z,2008,2008-01-01,2008-12-31
9134388,MH_12,COUNTRY,SWE,EUR,Europe,YEAR,2015,SEX,SEX_MLE,,,,,,,18.3 [16.3-20.4],18.2639,16.2588,20.3895,,2021-02-09T17:15:25Z,2015,2015-01-01,2015-12-31
9134738,MH_12,COUNTRY,SLB,WPR,Western Pacific,YEAR,2010,SEX,SEX_BTSX,,,,,,,18.6 [8.1-30.3],18.5955,8.14,30.3297,,2021-02-09T17:11:58Z,2010,2010-01-01,2010-12-31
9136022,MH_12,COUNTRY,AGO,AFR,Africa,YEAR,2015,SEX,SEX_BTSX,,,,,,,13.3 [8.3-20.1],13.2696,8.28,20.1063,,2021-02-09T16:20:26Z,2015,2015-01-01,2015-12-31
9136099,MH_12,COUNTRY,SUR,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,,,,,,,11.8 [8.1-16.4],11.8135,8.12,16.4388,,2021-02-09T17:14:23Z,2015,2015-01-01,2015-12-31
9136268,MH_12,COUNTRY,BRB,AMR,Americas,YEAR,2010,SEX,SEX_MLE,,,,,,,2.2 [1.7-2.9],2.24,1.72,2.89,,2021-02-09T16:28:47Z,2010,2010-01-01,2010-12-31
9139749,MH_12,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_BTSX,,,,,,,3.8 [1.8-7.2],3.83,1.82,7.19,,2021-02-09T16:38:14Z,2012,2012-01-01,2012-12-31
9141259,MH_12,COUNTRY,JAM,AMR,Americas,YEAR,2000,SEX,SEX_MLE,,,,,,,3.3 [2.5-4.2],3.26,2.47,4.2,,2021-02-09T16:50:06Z,2000,2000-01-01,2000-12-31
9142498,MH_12,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_MLE,,,,,,,13.9 [6.0-25.1],13.924,6,25.1452,,2021-02-09T16:56:58Z,2001,2001-01-01,2001-12-31
9143262,MH_12,COUNTRY,GAB,AFR,Africa,YEAR,2007,SEX,SEX_BTSX,,,,,,,16.0 [9.6-24.9],16.0022,9.59,24.9054,,2021-02-09T16:41:29Z,2007,2007-01-01,2007-12-31
9143953,MH_12,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2015,SEX,SEX_MLE,,,,,,,24.0 [16.8-40.3],23.9531,16.8457,40.2983,,2021-02-09T16:55:15Z,2015,2015-01-01,2015-12-31
9144829,MH_12,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2015,SEX,SEX_MLE,,,,,,,17.1 [15.0-21.5],17.1003,15.0023,21.5236,,2021-02-09T17:25:35Z,2015,2015-01-01,2015-12-31
9145464,MH_12,COUNTRY,ETH,AFR,Africa,YEAR,2010,SEX,SEX_BTSX,,,,,,,13.1 [9.9-18.0],13.0987,9.87,17.961,,2021-02-09T16:39:41Z,2010,2010-01-01,2010-12-31
9145788,MH_12,COUNTRY,VNM,WPR,Western Pacific,YEAR,2008,SEX,SEX_BTSX,,,,,,,7.4 [4.4-10.6],7.35,4.37,10.6176,,2021-02-09T17:23:06Z,2008,2008-01-01,2008-12-31
9146095,MH_12,COUNTRY,MWI,AFR,Africa,YEAR,2017,SEX,SEX_FMLE,,,,,,,3.8 [2.3-6.0],3.79,2.25,5.98,,2021-02-09T17:01:51Z,2017,2017-01-01,2017-12-31
9147343,MH_12,WORLDBANKINCOMEGROUP,WB_LMI,,,YEAR,2019,SEX,SEX_BTSX,,,,,,,10.1 [6.8-14.3],10.0741,6.75,14.3157,,2021-02-09T17:25:37Z,2019,2019-01-01,2019-12-31
9147703,MH_12,COUNTRY,VCT,AMR,Americas,YEAR,2002,SEX,SEX_FMLE,,,,,,,1.5 [1.1-2.0],1.49,1.09,2,,2021-02-09T17:22:24Z,2002,2002-01-01,2002-12-31
9148200,MH_12,COUNTRY,MOZ,AFR,Africa,YEAR,2013,SEX,SEX_BTSX,,,,,,,26.0 [15.7-39.6],26.0064,15.7007,39.594,,2021-02-09T17:00:46Z,2013,2013-01-01,2013-12-31
9149066,MH_12,COUNTRY,GAB,AFR,Africa,YEAR,2007,SEX,SEX_FMLE,,,,,,,6.4 [3.7-10.3],6.41,3.72,10.2546,,2021-02-09T16:41:30Z,2007,2007-01-01,2007-12-31
9149852,MH_12,COUNTRY,ISR,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,5.9 [5.0-6.9],5.91,5.02,6.89,,2021-02-09T16:49:24Z,2009,2009-01-01,2009-12-31
9151102,MH_12,COUNTRY,CHE,EUR,Europe,YEAR,2005,SEX,SEX_MLE,,,,,,,20.2 [17.9-22.5],20.1725,17.8725,22.5303,,2021-02-09T16:31:00Z,2005,2005-01-01,2005-12-31
9151629,MH_12,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,2018,SEX,SEX_MLE,,,,,,,4.4 [2.5-7.6],4.44,2.47,7.56,,2021-02-09T17:19:39Z,2018,2018-01-01,2018-12-31
9152101,MH_12,COUNTRY,JPN,WPR,Western Pacific,YEAR,2010,SEX,SEX_BTSX,,,,,,,18.8 [18.1-19.4],18.8135,18.1459,19.3664,,2021-02-09T16:50:48Z,2010,2010-01-01,2010-12-31
9152772,MH_12,COUNTRY,SLE,AFR,Africa,YEAR,2015,SEX,SEX_MLE,,,,,,,14.1 [7.7-23.6],14.0949,7.67,23.6079,,2021-02-09T17:12:19Z,2015,2015-01-01,2015-12-31
9153956,MH_12,COUNTRY,CYP,EUR,Europe,YEAR,2000,SEX,SEX_FMLE,,,,,,,1.2 [0.9-1.7],1.2,0.854,1.65,,2021-02-09T16:35:25Z,2000,2000-01-01,2000-12-31
9154423,MH_12,COUNTRY,NAM,AFR,Africa,YEAR,2000,SEX,SEX_MLE,,,,,,,47.5 [29.2-71.4],47.526,29.2394,71.3786,,2021-02-09T17:02:36Z,2000,2000-01-01,2000-12-31
9155557,MH_12,COUNTRY,SGP,WPR,Western Pacific,YEAR,2015,SEX,SEX_MLE,,,,,,,10.0 [8.5-11.7],10.0314,8.51,11.6687,,2021-02-09T17:11:38Z,2015,2015-01-01,2015-12-31
9156005,MH_12,COUNTRY,TUR,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,4.3 [3.0-6.1],4.27,2.95,6.13,,2021-02-09T17:19:59Z,2006,2006-01-01,2006-12-31
9156721,MH_12,COUNTRY,GEO,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,,,,,,,2.2 [1.5-3.1],2.17,1.46,3.11,,2021-02-09T16:42:13Z,2019,2019-01-01,2019-12-31
9157261,MH_12,COUNTRY,ETH,AFR,Africa,YEAR,2004,SEX,SEX_FMLE,,,,,,,9.9 [7.3-13.1],9.89,7.33,13.1353,,2021-02-09T16:39:41Z,2004,2004-01-01,2004-12-31
9157433,MH_12,COUNTRY,CIV,AFR,Africa,YEAR,2011,SEX,SEX_MLE,,,,,,,31.4 [19.7-47.1],31.3956,19.6805,47.1239,,2021-02-09T16:32:08Z,2011,2011-01-01,2011-12-31
9157767,MH_12,COUNTRY,POL,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,15.3 [14.6-16.0],15.2872,14.5582,16.0205,,2021-02-09T17:07:41Z,2001,2001-01-01,2001-12-31
9158769,MH_12,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2000,SEX,SEX_BTSX,,,,,,,8.5 [4.1-14.8],8.51,4.12,14.7524,,2021-02-09T17:24:06Z,2000,2000-01-01,2000-12-31
9159222,MH_12,COUNTRY,COG,AFR,Africa,YEAR,2005,SEX,SEX_BTSX,,,,,,,17.4 [10.6-26.9],17.3644,10.621,26.8644,,2021-02-09T16:33:14Z,2005,2005-01-01,2005-12-31
9159755,MH_12,COUNTRY,COG,AFR,Africa,YEAR,2010,SEX,SEX_FMLE,,,,,,,10.4 [6.0-16.6],10.3719,5.99,16.5916,,2021-02-09T16:33:14Z,2010,2010-01-01,2010-12-31
9159836,MH_12,COUNTRY,GRD,AMR,Americas,YEAR,2017,SEX,SEX_MLE,,,,,,,0.8 [0.6-1.0],0.779,0.59,1,,2021-02-09T16:44:44Z,2017,2017-01-01,2017-12-31
9161431,MH_12,COUNTRY,BFA,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,,,,,,,6.5 [3.9-10.4],6.5,3.86,10.3559,,2021-02-09T16:25:09Z,2019,2019-01-01,2019-12-31
9161902,MH_12,COUNTRY,ISR,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,,,,,,,1.7 [1.4-2.2],1.74,1.39,2.17,,2021-02-09T16:49:24Z,2008,2008-01-01,2008-12-31
9162829,MH_12,COUNTRY,BLR,EUR,Europe,YEAR,2007,SEX,SEX_MLE,,,,,,,57.0 [49.2-65.3],56.9746,49.2115,65.2642,,2021-02-09T16:27:21Z,2007,2007-01-01,2007-12-31
9164023,MH_12,COUNTRY,SGP,WPR,Western Pacific,YEAR,2016,SEX,SEX_MLE,,,,,,,9.3 [7.8-11.0],9.34,7.8,11.0413,,2021-02-09T17:11:37Z,2016,2016-01-01,2016-12-31
9164795,MH_12,COUNTRY,PRY,AMR,Americas,YEAR,2004,SEX,SEX_MLE,,,,,,,6.5 [3.8-24.5],6.45,3.76,24.5101,,2021-02-09T17:08:47Z,2004,2004-01-01,2004-12-31
9164952,MH_12,COUNTRY,KIR,WPR,Western Pacific,YEAR,2007,SEX,SEX_FMLE,,,,,,,10.3 [6.0-16.1],10.274,6.02,16.0702,,2021-02-09T16:52:31Z,2007,2007-01-01,2007-12-31
9166617,MH_12,COUNTRY,CAN,AMR,Americas,YEAR,2007,SEX,SEX_BTSX,,,,,,,9.9 [8.8-11.0],9.86,8.78,10.9949,,2021-02-09T16:30:38Z,2007,2007-01-01,2007-12-31
9166705,MH_12,COUNTRY,KAZ,EUR,Europe,YEAR,2003,SEX,SEX_BTSX,,,,,,,39.0 [34.1-44.4],39.049,34.0716,44.4071,,2021-02-09T16:51:10Z,2003,2003-01-01,2003-12-31
9167598,MH_12,COUNTRY,GBR,EUR,Europe,YEAR,2000,SEX,SEX_FMLE,,,,,,,3.6 [3.5-3.8],3.62,3.46,3.78,,2021-02-09T16:41:51Z,2000,2000-01-01,2000-12-31
9168000,MH_12,COUNTRY,NLD,EUR,Europe,YEAR,2002,SEX,SEX_FMLE,,,,,,,5.2 [4.5-6.0],5.24,4.52,6.02,,2021-02-09T17:04:02Z,2002,2002-01-01,2002-12-31
9169459,MH_12,COUNTRY,PRT,EUR,Europe,YEAR,2015,SEX,SEX_BTSX,,,,,,,8.3 [6.9-9.8],8.31,6.92,9.83,,2021-02-09T17:08:26Z,2015,2015-01-01,2015-12-31
9169540,MH_12,COUNTRY,RWA,AFR,Africa,YEAR,2002,SEX,SEX_FMLE,,,,,,,11.8 [6.8-19.4],11.7629,6.78,19.4333,,2021-02-09T17:10:13Z,2002,2002-01-01,2002-12-31
9169997,MH_12,COUNTRY,PRT,EUR,Europe,YEAR,2008,SEX,SEX_MLE,,,,,,,14.3 [12.3-16.6],14.3304,12.2731,16.5505,,2021-02-09T17:08:26Z,2008,2008-01-01,2008-12-31
9171317,MH_12,COUNTRY,KHM,WPR,Western Pacific,YEAR,2016,SEX,SEX_MLE,,,,,,,8.8 [5.3-13.2],8.77,5.29,13.2403,,2021-02-09T16:52:11Z,2016,2016-01-01,2016-12-31
9171950,MH_12,COUNTRY,VUT,WPR,Western Pacific,YEAR,2003,SEX,SEX_BTSX,,,,,,,22.5 [11.8-36.2],22.4725,11.8484,36.2345,,2021-02-09T17:23:26Z,2003,2003-01-01,2003-12-31
9172143,MH_12,COUNTRY,HND,AMR,Americas,YEAR,2007,SEX,SEX_MLE,,,,,,,4.9 [2.6-9.8],4.87,2.56,9.84,,2021-02-09T16:45:55Z,2007,2007-01-01,2007-12-31
9172150,MH_12,COUNTRY,MDG,AFR,Africa,YEAR,2016,SEX,SEX_MLE,,,,,,,13.8 [8.3-21.8],13.7979,8.34,21.7673,,2021-02-09T16:57:39Z,2016,2016-01-01,2016-12-31
9172152,MH_12,COUNTRY,BHS,AMR,Americas,YEAR,2006,SEX,SEX_BTSX,,,,,,,3.6 [2.6-4.7],3.57,2.62,4.7,,2021-02-09T16:26:39Z,2006,2006-01-01,2006-12-31
9172798,MH_12,COUNTRY,TGO,AFR,Africa,YEAR,2006,SEX,SEX_BTSX,,,,,,,19.2 [11.4-29.7],19.1923,11.432,29.748,,2021-02-09T17:17:12Z,2006,2006-01-01,2006-12-31
9173844,MH_12,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2014,SEX,SEX_FMLE,,,,,,,5.0 [3.3-7.3],4.97,3.28,7.27,,2021-02-09T17:05:48Z,2014,2014-01-01,2014-12-31
9174109,MH_12,COUNTRY,NOR,EUR,Europe,YEAR,2015,SEX,SEX_MLE,,,,,,,13.9 [12.9-15.0],13.9335,12.9312,15.0341,,2021-02-09T17:04:23Z,2015,2015-01-01,2015-12-31
9175864,MH_12,COUNTRY,VEN,AMR,Americas,YEAR,2011,SEX,SEX_BTSX,,,,,,,3.8 [3.1-10.2],3.81,3.07,10.2177,,2021-02-09T17:22:45Z,2011,2011-01-01,2011-12-31
9176108,MH_12,COUNTRY,ARM,EUR,Europe,YEAR,2013,SEX,SEX_BTSX,,,,,,,5.3 [4.2-6.6],5.31,4.2,6.58,,2021-02-09T16:22:01Z,2013,2013-01-01,2013-12-31
9176188,MH_12,COUNTRY,SWZ,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,,,,,,,40.5 [20.1-69.2],40.4572,20.0661,69.18121,,2021-02-09T17:15:48Z,2019,2019-01-01,2019-12-31
9176753,MH_12,COUNTRY,SLB,WPR,Western Pacific,YEAR,2002,SEX,SEX_FMLE,,,,,,,2.1 [1.2-3.4],2.07,1.16,3.4,,2021-02-09T17:11:59Z,2002,2002-01-01,2002-12-31
9176837,MH_12,COUNTRY,MWI,AFR,Africa,YEAR,2010,SEX,SEX_MLE,,,,,,,27.7 [18.6-39.6],27.7497,18.6307,39.6076,,2021-02-09T17:01:51Z,2010,2010-01-01,2010-12-31
9176999,MH_12,COUNTRY,CRI,AMR,Americas,YEAR,2006,SEX,SEX_MLE,,,,,,,14.2 [12.0-35.9],14.1802,12.0314,35.9061,,2021-02-09T16:34:40Z,2006,2006-01-01,2006-12-31
9177824,MH_12,COUNTRY,ZMB,AFR,Africa,YEAR,2005,SEX,SEX_BTSX,,,,,,,22.1 [14.0-33.6],22.1279,14.0137,33.5928,,2021-02-09T17:24:48Z,2005,2005-01-01,2005-12-31
9178465,MH_12,COUNTRY,TON,WPR,Western Pacific,YEAR,2008,SEX,SEX_FMLE,,,,,,,3.2 [1.9-4.9],3.18,1.92,4.9,,2021-02-09T17:18:57Z,2008,2008-01-01,2008-12-31
9180782,MH_12,COUNTRY,UZB,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,15.0 [12.4-18.0],15.0393,12.3979,17.9896,,2021-02-09T17:22:01Z,2006,2006-01-01,2006-12-31
9180951,MH_12,COUNTRY,KAZ,EUR,Europe,YEAR,2001,SEX,SEX_MLE,,,,,,,71.2 [62.8-80.4],71.2216,62.8012,80.3526,,2021-02-09T16:51:10Z,2001,2001-01-01,2001-12-31
9183470,MH_12,COUNTRY,GNQ,AFR,Africa,YEAR,2001,SEX,SEX_MLE,,,,,,,27.9 [16.6-43.3],27.8889,16.6198,43.3048,,2021-02-09T16:44:02Z,2001,2001-01-01,2001-12-31
9183789,MH_12,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2005,SEX,SEX_MLE,,,,,,,5.0 [3.6-6.3],5,3.64,6.28,,2021-02-09T16:47:20Z,2005,2005-01-01,2005-12-31
9185045,MH_12,COUNTRY,BDI,AFR,Africa,YEAR,2001,SEX,SEX_FMLE,,,,,,,13.0 [7.4-21.2],13.0445,7.44,21.2046,,2021-02-09T16:23:59Z,2001,2001-01-01,2001-12-31
9185736,MH_12,COUNTRY,ROU,EUR,Europe,YEAR,2007,SEX,SEX_BTSX,,,,,,,9.4 [8.3-16.6],9.44,8.29,16.5754,,2021-02-09T17:09:31Z,2007,2007-01-01,2007-12-31
9186056,MH_12,COUNTRY,GUY,AMR,Americas,YEAR,2013,SEX,SEX_FMLE,,,,,,,17.1 [11.9-23.8],17.1162,11.8619,23.8164,,2021-02-09T16:45:33Z,2013,2013-01-01,2013-12-31
9186635,MH_12,COUNTRY,COL,AMR,Americas,YEAR,2009,SEX,SEX_MLE,,,,,,,6.8 [5.9-7.9],6.84,5.89,7.86,,2021-02-09T16:33:36Z,2009,2009-01-01,2009-12-31
9187293,MH_12,COUNTRY,ISR,EUR,Europe,YEAR,2005,SEX,SEX_FMLE,,,,,,,3.5 [2.8-4.3],3.49,2.8,4.29,,2021-02-09T16:49:24Z,2005,2005-01-01,2005-12-31
